id_observation,date,annee,mois,semaine,region_administrative,prefecture,zone_climatique,latitude,longitude,temperature_moyenne_c,temperature_min_c,temperature_max_c,precipitation_mm,precipitation_7j_mm,precipitation_30j_mm,humidite_relative_pct,vitesse_vent_kmh,jours_pluie_7j,humidite_sol_pct,indice_eau_stagnante,cas_paludisme_simules,taux_incidence_simule_pour_1000,niveau_risque
GN2025-02736,2025-07-24,2025,7,30,Kindia,Dubréka,côtier,9.79000,-13.52000,27.54,24.19,33.12,60.89,513.13,992.70,81.97,5.44,6,97.81,1.000,20,0.022,eleve
GN2025-02737,2025-06-12,2025,6,24,Kindia,Forécariah,côtier,9.43000,-13.09000,27.12,22.46,32.87,33.05,167.78,604.12,75.37,4.56,5,69.32,1.000,16,0.017,eleve
GN2025-02738,2025-07-15,2025,7,29,Kindia,Kindia,côtier,10.06000,-12.87000,27.17,23.95,32.92,36.39,182.67,843.83,82.07,4.56,6,95.79,1.000,11,0.012,eleve
GN2025-02739,2025-05-30,2025,5,22,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,27.02,21.94,31.50,1.13,33.20,178.37,71.28,7.07,7,47.18,0.556,4,0.004,faible
GN2025-02740,2025-06-18,2025,6,25,Labé,Koubia,montagneux,11.59000,-11.90000,24.40,20.07,28.30,1.83,72.20,226.23,68.80,9.26,6,45.68,0.722,6,0.005,faible
GN2025-02741,2025-03-30,2025,3,13,Labé,Labé,montagneux,11.32000,-12.29000,25.33,21.70,30.60,0.67,28.10,73.32,60.97,7.59,1,37.27,0.194,1,0.001,faible
GN2025-02742,2025-10-16,2025,10,42,Labé,Lélouma,montagneux,11.18000,-12.48000,22.78,19.15,27.90,23.73,113.97,649.28,83.56,6.28,6,86.69,0.998,11,0.010,moyen
GN2025-02743,2025-09-23,2025,9,39,Labé,Mali,montagneux,12.08000,-12.30000,24.08,19.92,28.02,0.87,167.71,393.65,67.84,8.68,6,63.87,1.000,5,0.005,moyen
GN2025-02744,2025-04-21,2025,4,17,Labé,Tougué,montagneux,11.45000,-11.67000,25.16,20.18,30.57,0.64,16.29,41.17,68.83,8.35,1,38.32,0.224,8,0.007,faible
GN2025-02745,2025-01-31,2025,1,5,Mamou,Dalaba,montagneux,10.69000,-12.25000,25.67,20.41,28.99,0.28,1.40,54.77,63.05,12.20,0,37.17,0.081,1,0.001,faible
GN2025-02746,2025-08-18,2025,8,34,Mamou,Mamou,montagneux,10.38000,-12.09000,23.72,18.50,28.00,2.39,156.67,469.46,71.53,8.21,6,72.55,1.000,11,0.010,moyen
GN2025-02747,2025-10-04,2025,10,40,Mamou,Pita,montagneux,11.06000,-12.40000,24.66,19.47,28.97,40.88,174.76,570.79,84.54,4.80,6,86.10,1.000,8,0.008,eleve
GN2025-02748,2025-06-08,2025,6,23,Nzérékoré,Beyla,forestier,8.69000,-8.65000,27.18,23.20,32.09,9.23,76.56,354.19,72.04,9.35,7,67.86,0.721,9,0.009,eleve
GN2025-02749,2025-02-14,2025,2,7,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,26.71,22.34,29.72,0.80,10.07,56.98,57.91,12.82,1,46.80,0.242,3,0.003,faible
GN2025-02750,2025-12-13,2025,12,50,Nzérékoré,Lola,forestier,7.80000,-8.53000,25.97,20.54,28.99,28.18,319.70,1289.02,75.62,5.24,7,98.00,1.000,10,0.011,eleve
GN2025-02751,2025-06-15,2025,6,24,Nzérékoré,Macenta,forestier,8.54000,-9.47000,24.03,18.86,29.34,20.62,147.64,473.85,69.09,9.04,5,65.89,0.922,9,0.010,eleve
GN2025-02752,2025-04-08,2025,4,15,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,26.19,21.69,30.74,0.12,57.24,93.67,55.46,9.10,2,29.09,0.395,3,0.003,faible
GN2025-02753,2025-05-08,2025,5,19,Nzérékoré,Yomou,forestier,7.56000,-9.31000,26.85,23.64,31.89,1.33,54.96,205.40,66.66,6.47,5,52.22,0.555,7,0.007,moyen
GN2025-02754,2025-11-09,2025,11,45,Conakry,Conakry,côtier,9.54000,-13.68000,27.56,23.94,32.34,13.38,104.70,1084.53,75.23,10.15,7,98.00,0.936,11,0.013,eleve
GN2025-02755,2025-01-27,2025,1,5,Boké,Boffa,côtier,10.18000,-14.04000,29.37,25.50,33.40,0.02,2.68,13.47,55.38,12.18,0,33.99,0.067,2,0.002,faible
GN2025-02756,2025-11-08,2025,11,45,Boké,Boké,côtier,10.94000,-14.29000,27.58,24.48,32.29,28.53,75.98,389.28,82.00,12.51,5,68.97,0.714,11,0.011,moyen
GN2025-02757,2025-04-11,2025,4,15,Boké,Fria,côtier,10.37000,-13.58000,29.32,25.54,33.80,0.31,3.48,59.98,57.49,6.68,1,41.54,0.179,6,0.006,faible
GN2025-02758,2025-05-18,2025,5,20,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,30.26,26.74,35.32,6.37,18.02,95.10,72.76,11.02,6,43.06,0.509,7,0.007,faible
GN2025-02759,2025-06-24,2025,6,26,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,27.52,22.32,30.63,20.25,29.94,133.59,78.88,8.14,6,51.80,0.526,4,0.004,faible
GN2025-02760,2025-08-03,2025,8,31,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,27.02,23.66,31.13,8.92,71.31,231.22,83.71,11.20,4,58.12,0.659,9,0.009,moyen
GN2025-02761,2025-03-28,2025,3,13,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,29.22,26.01,33.90,0.01,3.53,45.05,60.61,7.48,0,44.63,0.114,4,0.004,faible
GN2025-02762,2025-01-29,2025,1,5,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,29.14,23.78,32.33,0.06,2.51,49.28,43.28,8.50,0,35.08,0.066,8,0.008,faible
GN2025-02763,2025-07-19,2025,7,29,Faranah,Kissidougou,forestier,9.18000,-10.10000,25.27,21.07,28.32,0.06,181.89,861.16,70.74,7.21,6,98.00,1.000,15,0.016,eleve
GN2025-02764,2025-09-04,2025,9,36,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,28.61,23.27,33.70,3.01,51.95,215.86,79.82,9.74,5,60.39,0.596,13,0.013,faible
GN2025-02765,2025-02-12,2025,2,7,Kankan,Kérouané,forestier,9.27000,-9.01000,28.49,24.74,31.93,0.68,3.25,17.38,54.17,9.29,0,48.94,0.125,6,0.006,faible
GN2025-02766,2025-04-06,2025,4,14,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.64,24.11,32.82,0.73,2.97,39.22,56.56,9.15,0,38.76,0.062,2,0.002,faible
GN2025-02767,2025-06-27,2025,6,26,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,28.72,24.13,33.87,2.84,19.05,294.26,80.27,8.85,5,64.54,0.501,8,0.008,moyen
GN2025-02768,2025-05-31,2025,5,22,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,30.44,26.77,34.04,11.63,41.75,106.23,64.46,5.81,3,44.13,0.373,5,0.005,faible
GN2025-02769,2025-02-18,2025,2,8,Kindia,Coyah,côtier,9.71000,-13.38000,27.61,22.39,32.17,0.60,34.48,44.61,55.83,10.04,1,40.73,0.295,6,0.007,faible
GN2025-02770,2025-02-09,2025,2,6,Kindia,Dubréka,côtier,9.79000,-13.52000,28.56,24.36,34.22,0.64,81.65,119.62,60.48,13.06,2,44.35,0.566,13,0.014,moyen
GN2025-02771,2025-12-21,2025,12,51,Kindia,Forécariah,côtier,9.43000,-13.09000,27.76,22.89,32.35,30.78,171.59,999.27,83.99,9.77,7,98.00,1.000,17,0.018,eleve
GN2025-02772,2025-05-20,2025,5,21,Kindia,Kindia,côtier,10.06000,-12.87000,26.26,20.90,31.03,0.36,110.05,336.71,68.34,14.87,6,62.27,0.811,9,0.010,moyen
GN2025-02773,2025-11-15,2025,11,46,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,27.44,24.36,30.83,74.14,270.05,657.99,82.30,10.67,6,76.61,1.000,14,0.014,eleve
GN2025-02774,2025-12-27,2025,12,52,Labé,Koubia,montagneux,11.59000,-11.90000,24.83,21.18,28.71,1.51,75.15,389.16,74.08,8.19,5,61.48,0.701,10,0.009,moyen
GN2025-02775,2025-03-29,2025,3,13,Labé,Labé,montagneux,11.32000,-12.29000,27.09,21.96,32.47,0.60,27.92,78.68,58.44,11.07,1,35.18,0.316,3,0.003,faible
GN2025-02776,2025-06-27,2025,6,26,Labé,Lélouma,montagneux,11.18000,-12.48000,23.85,20.82,28.53,0.51,95.90,347.19,67.74,7.02,6,61.85,0.824,7,0.006,moyen
GN2025-02777,2025-08-23,2025,8,34,Labé,Mali,montagneux,12.08000,-12.30000,24.74,20.52,28.06,2.82,117.33,459.90,71.84,8.93,6,71.30,0.885,9,0.008,moyen
GN2025-02778,2025-12-09,2025,12,50,Labé,Tougué,montagneux,11.45000,-11.67000,24.21,19.40,28.23,45.48,88.41,431.31,79.76,6.17,6,74.34,0.732,10,0.009,moyen
GN2025-02779,2025-12-03,2025,12,49,Mamou,Dalaba,montagneux,10.69000,-12.25000,23.14,18.86,26.98,2.59,149.22,675.72,71.71,6.11,6,77.63,0.967,11,0.010,moyen
GN2025-02780,2025-03-29,2025,3,13,Mamou,Mamou,montagneux,10.38000,-12.09000,26.63,23.08,31.23,0.77,20.04,44.63,70.01,10.99,1,43.28,0.226,3,0.003,faible
GN2025-02781,2025-10-21,2025,10,43,Mamou,Pita,montagneux,11.06000,-12.40000,24.12,19.43,28.53,3.34,31.40,463.26,75.82,6.81,6,65.97,0.506,10,0.009,moyen
GN2025-02782,2025-03-29,2025,3,13,Nzérékoré,Beyla,forestier,8.69000,-8.65000,26.69,21.15,31.16,0.23,11.34,68.51,58.85,13.05,1,52.03,0.110,2,0.002,faible
GN2025-02783,2025-01-27,2025,1,5,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,27.92,23.99,33.45,27.12,29.88,48.24,60.79,11.43,1,36.62,0.254,5,0.006,faible
GN2025-02784,2025-09-22,2025,9,39,Nzérékoré,Lola,forestier,7.80000,-8.53000,25.44,20.11,29.24,36.99,515.28,1530.44,78.88,8.97,6,98.00,1.000,14,0.015,eleve
GN2025-02785,2025-11-12,2025,11,46,Nzérékoré,Macenta,forestier,8.54000,-9.47000,24.19,20.38,27.21,0.03,205.59,914.10,80.08,8.99,5,98.00,1.000,21,0.023,eleve
GN2025-02786,2025-11-13,2025,11,46,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,25.47,20.05,29.74,47.69,141.66,636.12,78.75,9.68,6,84.23,1.000,14,0.015,eleve
GN2025-02787,2025-05-17,2025,5,20,Nzérékoré,Yomou,forestier,7.56000,-9.31000,25.36,20.44,29.26,17.81,89.33,251.86,67.68,10.94,5,62.11,0.717,3,0.003,moyen
GN2025-02788,2025-07-15,2025,7,29,Conakry,Conakry,côtier,9.54000,-13.68000,27.13,23.05,32.16,4.87,334.72,874.84,75.35,7.94,6,91.38,1.000,18,0.021,eleve
GN2025-02789,2025-06-20,2025,6,25,Boké,Boffa,côtier,10.18000,-14.04000,28.39,23.49,33.18,1.84,115.17,301.44,70.83,7.54,5,59.86,0.837,10,0.010,eleve
GN2025-02790,2025-08-01,2025,8,31,Boké,Boké,côtier,10.94000,-14.29000,28.57,23.71,34.37,0.21,118.03,369.55,76.52,8.67,6,65.05,0.963,8,0.008,eleve
GN2025-02791,2025-06-18,2025,6,25,Boké,Fria,côtier,10.37000,-13.58000,28.43,25.07,32.01,0.87,87.44,382.39,75.24,8.61,6,64.20,0.794,5,0.005,moyen
GN2025-02792,2025-03-29,2025,3,13,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,30.29,26.03,35.10,2.15,11.96,72.01,61.17,10.30,2,34.92,0.179,6,0.006,faible
GN2025-02793,2025-05-21,2025,5,21,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,28.98,25.14,32.38,2.24,26.29,130.26,62.51,8.81,3,52.01,0.337,6,0.006,faible
GN2025-02794,2025-02-17,2025,2,8,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,29.70,25.29,34.50,0.24,1.63,27.89,53.00,9.50,0,32.89,0.069,1,0.001,faible
GN2025-02795,2025-02-20,2025,2,8,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,27.68,24.31,32.08,7.44,27.65,50.79,59.00,12.17,2,45.13,0.225,3,0.003,faible
GN2025-02796,2025-12-24,2025,12,52,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,27.73,23.59,31.23,21.93,133.67,399.10,71.23,8.39,6,69.09,0.919,17,0.017,eleve
GN2025-02797,2025-02-22,2025,2,8,Faranah,Kissidougou,forestier,9.18000,-10.10000,28.12,22.95,32.11,0.05,41.13,49.76,49.87,8.73,1,30.85,0.280,1,0.001,faible
GN2025-02798,2025-12-28,2025,12,52,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,27.89,24.86,33.43,4.34,78.23,428.13,81.10,7.77,6,61.96,0.778,12,0.012,moyen
GN2025-02799,2025-07-27,2025,7,30,Kankan,Kérouané,forestier,9.27000,-9.01000,27.07,23.94,31.92,8.95,119.40,386.68,72.92,4.59,6,60.70,0.959,7,0.007,moyen
GN2025-02800,2025-11-18,2025,11,47,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,28.34,23.71,33.25,0.07,25.70,227.63,83.85,7.89,4,62.10,0.455,8,0.008,faible
GN2025-02801,2025-05-02,2025,5,18,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,29.40,26.39,32.48,0.70,16.55,47.55,59.06,8.72,1,40.47,0.245,7,0.007,faible
GN2025-02802,2025-02-22,2025,2,8,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,30.47,27.46,35.75,0.44,17.38,41.99,60.20,11.10,1,50.92,0.191,4,0.004,faible
GN2025-02803,2025-06-01,2025,6,22,Kindia,Coyah,côtier,9.71000,-13.38000,27.49,23.31,32.54,17.14,50.25,164.19,76.51,9.49,5,57.61,0.527,6,0.007,moyen
GN2025-02804,2025-06-25,2025,6,26,Kindia,Dubréka,côtier,9.79000,-13.52000,27.13,23.96,31.20,6.34,164.27,588.55,70.70,10.25,5,73.87,1.000,15,0.017,eleve
GN2025-02805,2025-08-26,2025,8,35,Kindia,Forécariah,côtier,9.43000,-13.09000,26.85,23.72,31.16,8.10,201.40,868.04,74.60,6.59,7,90.20,1.000,14,0.015,eleve
GN2025-02806,2025-04-14,2025,4,16,Kindia,Kindia,côtier,10.06000,-12.87000,28.48,25.38,31.66,9.52,43.49,118.11,67.14,10.53,3,51.85,0.385,9,0.010,faible
GN2025-02807,2025-03-20,2025,3,12,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,29.17,23.63,33.95,0.39,43.79,64.50,59.84,6.46,3,41.51,0.365,5,0.005,faible
GN2025-02808,2025-07-19,2025,7,29,Labé,Koubia,montagneux,11.59000,-11.90000,25.18,20.57,30.00,30.92,71.81,347.06,80.11,8.06,5,64.04,0.686,13,0.012,moyen
GN2025-02809,2025-07-01,2025,7,27,Labé,Labé,montagneux,11.32000,-12.29000,25.00,20.26,28.08,1.01,79.57,391.03,72.25,9.38,6,72.96,0.742,8,0.008,moyen
GN2025-02810,2025-01-29,2025,1,5,Labé,Lélouma,montagneux,11.18000,-12.48000,23.99,19.03,27.81,0.03,2.07,82.85,60.41,12.47,0,44.68,0.109,3,0.003,faible
GN2025-02811,2025-11-11,2025,11,46,Labé,Mali,montagneux,12.08000,-12.30000,24.25,18.83,29.12,8.98,79.80,327.10,76.39,2.83,6,57.07,0.726,7,0.006,moyen
GN2025-02812,2025-05-18,2025,5,20,Labé,Tougué,montagneux,11.45000,-11.67000,25.04,21.07,30.53,51.07,87.66,178.77,74.50,13.82,5,46.43,0.727,7,0.006,moyen
GN2025-02813,2025-08-09,2025,8,32,Mamou,Dalaba,montagneux,10.69000,-12.25000,23.87,18.50,28.45,2.06,126.07,396.32,72.28,9.40,6,61.97,0.965,14,0.013,moyen
GN2025-02814,2025-02-21,2025,2,8,Mamou,Mamou,montagneux,10.38000,-12.09000,26.76,22.06,32.32,0.33,1.38,29.62,54.21,12.08,0,31.82,0.096,6,0.006,faible
GN2025-02815,2025-06-06,2025,6,23,Mamou,Pita,montagneux,11.06000,-12.40000,24.01,19.03,28.27,99.28,127.82,285.82,82.72,5.54,5,66.19,1.000,11,0.010,moyen
GN2025-02816,2025-07-30,2025,7,31,Nzérékoré,Beyla,forestier,8.69000,-8.65000,25.83,22.73,29.82,30.56,279.77,657.48,73.48,6.80,7,84.09,1.000,13,0.013,eleve
GN2025-02817,2025-05-29,2025,5,22,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,25.67,21.00,29.57,1.11,108.42,602.93,67.69,9.04,6,73.27,0.844,4,0.004,eleve
GN2025-02818,2025-01-17,2025,1,3,Nzérékoré,Lola,forestier,7.80000,-8.53000,27.27,23.59,30.71,0.71,3.15,7.23,54.96,6.05,0,33.50,0.094,6,0.006,faible
GN2025-02819,2025-12-13,2025,12,50,Nzérékoré,Macenta,forestier,8.54000,-9.47000,24.46,20.76,29.26,39.66,268.40,1410.05,78.29,9.72,7,98.00,1.000,8,0.009,eleve
GN2025-02820,2025-07-08,2025,7,28,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,25.95,22.71,30.60,0.25,140.26,860.74,76.13,7.95,5,98.00,0.931,12,0.013,eleve
GN2025-02821,2025-06-29,2025,6,26,Nzérékoré,Yomou,forestier,7.56000,-9.31000,26.26,21.42,30.49,15.26,210.45,774.98,79.47,9.68,7,92.31,1.000,13,0.014,eleve
GN2025-02822,2025-07-13,2025,7,28,Conakry,Conakry,côtier,9.54000,-13.68000,26.20,22.45,31.42,90.08,345.92,923.90,85.80,9.57,6,98.00,1.000,13,0.015,eleve
GN2025-02823,2025-10-21,2025,10,43,Boké,Boffa,côtier,10.18000,-14.04000,27.96,23.78,30.99,2.08,155.26,674.95,75.50,8.17,7,80.17,1.000,11,0.011,eleve
GN2025-02824,2025-07-29,2025,7,31,Boké,Boké,côtier,10.94000,-14.29000,27.97,22.80,33.72,23.83,151.30,348.23,78.50,10.25,7,59.30,1.000,7,0.007,eleve
GN2025-02825,2025-07-08,2025,7,28,Boké,Fria,côtier,10.37000,-13.58000,27.95,22.72,33.29,2.21,217.16,592.07,70.68,8.21,6,78.60,1.000,10,0.010,eleve
GN2025-02826,2025-04-13,2025,4,15,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,30.20,24.86,33.85,0.06,1.49,40.13,60.83,11.82,0,46.17,0.087,2,0.002,faible
GN2025-02827,2025-07-02,2025,7,27,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,28.22,24.70,32.33,2.98,32.92,159.68,79.69,8.56,6,57.72,0.563,5,0.005,moyen
GN2025-02828,2025-10-11,2025,10,41,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,27.22,23.09,30.55,1.23,58.56,471.70,78.43,5.83,7,76.17,0.723,5,0.005,moyen
GN2025-02829,2025-11-05,2025,11,45,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,27.61,23.82,30.62,29.02,47.07,334.88,80.46,14.16,5,70.05,0.551,9,0.008,moyen
GN2025-02830,2025-10-14,2025,10,42,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,28.84,25.27,33.22,0.15,49.88,491.67,75.79,5.66,4,68.03,0.494,12,0.012,moyen
GN2025-02831,2025-07-23,2025,7,30,Faranah,Kissidougou,forestier,9.18000,-10.10000,25.93,22.36,29.17,8.10,287.29,969.52,78.30,9.43,6,98.00,1.000,18,0.019,eleve
GN2025-02832,2025-07-18,2025,7,29,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,28.70,23.74,33.85,2.89,42.06,252.66,75.64,11.54,5,65.98,0.507,2,0.002,moyen
GN2025-02833,2025-02-23,2025,2,8,Kankan,Kérouané,forestier,9.27000,-9.01000,28.82,23.43,32.11,0.44,2.05,17.60,61.65,9.71,0,43.76,0.096,5,0.005,faible
GN2025-02834,2025-11-18,2025,11,47,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,28.34,23.71,33.25,0.07,25.70,227.63,83.85,7.89,4,64.42,0.465,4,0.004,moyen
GN2025-02835,2025-05-12,2025,5,20,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,29.06,24.03,32.93,2.48,24.72,69.37,71.29,5.42,7,47.88,0.507,6,0.006,faible
GN2025-02836,2025-04-25,2025,4,17,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,31.05,26.70,35.91,7.96,9.17,69.45,62.68,7.90,1,36.54,0.203,3,0.003,faible
GN2025-02837,2025-01-13,2025,1,3,Kindia,Coyah,côtier,9.71000,-13.38000,29.74,26.22,34.24,0.69,3.50,6.86,50.78,9.44,0,32.86,0.118,3,0.003,faible
GN2025-02838,2025-03-26,2025,3,13,Kindia,Dubréka,côtier,9.79000,-13.52000,29.23,24.53,33.45,0.02,2.54,10.40,51.36,11.89,0,42.43,0.084,1,0.001,faible
GN2025-02839,2025-03-09,2025,3,10,Kindia,Forécariah,côtier,9.43000,-13.09000,29.14,25.94,32.27,0.45,17.58,93.48,61.02,10.78,1,32.78,0.212,3,0.003,faible
GN2025-02840,2025-07-28,2025,7,31,Kindia,Kindia,côtier,10.06000,-12.87000,25.84,21.95,30.21,28.83,264.50,932.35,68.79,7.16,7,96.75,1.000,14,0.015,eleve
GN2025-02841,2025-04-18,2025,4,16,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,27.86,22.54,33.32,50.54,72.14,107.84,62.69,10.23,2,44.94,0.552,6,0.006,faible
GN2025-02842,2025-05-11,2025,5,19,Labé,Koubia,montagneux,11.59000,-11.90000,25.27,21.08,28.58,1.63,38.83,117.95,65.55,9.33,4,57.53,0.394,4,0.004,faible
GN2025-02843,2025-03-16,2025,3,11,Labé,Labé,montagneux,11.32000,-12.29000,26.38,21.97,31.72,0.64,20.74,72.48,54.02,13.31,1,33.32,0.193,4,0.004,faible
GN2025-02844,2025-02-08,2025,2,6,Labé,Lélouma,montagneux,11.18000,-12.48000,24.61,19.84,30.30,0.80,2.60,82.18,57.32,9.83,0,38.64,0.137,2,0.002,faible
GN2025-02845,2025-06-28,2025,6,26,Labé,Mali,montagneux,12.08000,-12.30000,24.71,19.18,29.30,28.07,147.37,281.59,80.31,4.70,6,64.42,1.000,11,0.010,eleve
GN2025-02846,2025-06-13,2025,6,24,Labé,Tougué,montagneux,11.45000,-11.67000,25.64,22.52,29.39,2.90,9.50,262.14,71.39,6.69,4,50.43,0.306,3,0.003,faible
GN2025-02847,2025-12-13,2025,12,50,Mamou,Dalaba,montagneux,10.69000,-12.25000,23.44,18.49,27.92,0.61,51.25,681.08,78.54,8.86,3,84.50,0.469,5,0.005,moyen
GN2025-02848,2025-05-27,2025,5,22,Mamou,Mamou,montagneux,10.38000,-12.09000,25.22,20.73,28.62,29.35,87.20,129.18,66.59,8.96,5,41.95,0.696,7,0.007,moyen
GN2025-02849,2025-02-28,2025,2,9,Mamou,Pita,montagneux,11.06000,-12.40000,25.52,20.29,30.38,0.40,42.63,105.56,67.58,9.04,1,52.50,0.280,6,0.006,faible
GN2025-02850,2025-06-16,2025,6,25,Nzérékoré,Beyla,forestier,8.69000,-8.65000,26.43,21.39,30.32,2.17,78.52,334.08,72.86,10.21,5,53.94,0.663,9,0.009,moyen
GN2025-02851,2025-03-18,2025,3,12,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,27.17,22.81,31.64,0.66,1.76,52.87,61.63,12.80,0,54.40,0.066,4,0.004,faible
GN2025-02852,2025-05-12,2025,5,20,Nzérékoré,Lola,forestier,7.80000,-8.53000,27.08,21.81,30.11,0.63,36.57,328.01,62.99,10.56,5,57.23,0.424,6,0.006,moyen
GN2025-02853,2025-10-20,2025,10,43,Nzérékoré,Macenta,forestier,8.54000,-9.47000,24.27,18.85,29.54,15.29,84.02,1035.56,82.90,8.76,6,98.00,0.759,9,0.010,eleve
GN2025-02854,2025-07-14,2025,7,29,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,25.24,20.68,29.68,109.99,238.94,1073.56,81.94,10.23,5,98.00,1.000,13,0.014,eleve
GN2025-02855,2025-11-06,2025,11,45,Nzérékoré,Yomou,forestier,7.56000,-9.31000,25.90,22.83,29.84,2.67,325.13,1035.39,70.35,6.18,7,98.00,1.000,5,0.005,eleve
GN2025-02856,2025-06-23,2025,6,26,Conakry,Conakry,côtier,9.54000,-13.68000,26.75,21.32,31.62,1.65,278.66,943.18,71.39,7.08,6,93.02,1.000,14,0.016,eleve
GN2025-02857,2025-10-02,2025,10,40,Boké,Boffa,côtier,10.18000,-14.04000,27.30,23.95,32.15,5.84,121.70,823.31,87.95,11.07,7,98.00,1.000,8,0.008,eleve
GN2025-02858,2025-05-29,2025,5,22,Boké,Boké,côtier,10.94000,-14.29000,28.97,23.86,33.69,2.38,9.60,177.05,76.48,5.64,5,41.82,0.385,7,0.007,faible
GN2025-02859,2025-12-21,2025,12,51,Boké,Fria,côtier,10.37000,-13.58000,26.68,22.38,30.78,2.44,17.90,312.30,77.82,7.51,6,56.78,0.510,10,0.010,moyen
GN2025-02860,2025-10-24,2025,10,43,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,28.96,25.44,33.72,2.42,29.00,329.06,67.47,7.83,6,70.70,0.457,8,0.008,faible
GN2025-02861,2025-01-27,2025,1,5,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,29.40,25.43,32.94,0.67,1.65,22.11,51.25,8.92,0,37.89,0.138,6,0.006,faible
GN2025-02862,2025-01-09,2025,1,2,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,28.78,23.48,34.15,0.76,2.68,3.06,60.61,8.14,0,38.65,0.086,2,0.002,faible
GN2025-02863,2025-05-17,2025,5,20,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,28.49,23.42,32.64,1.27,105.01,186.32,69.64,8.60,4,52.22,0.744,6,0.006,moyen
GN2025-02864,2025-09-19,2025,9,38,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,27.69,23.43,32.87,16.03,131.36,409.83,76.36,7.56,7,68.98,1.000,14,0.014,eleve
GN2025-02865,2025-11-07,2025,11,45,Faranah,Kissidougou,forestier,9.18000,-10.10000,26.92,23.73,31.70,7.72,186.22,749.98,78.49,6.95,6,82.93,1.000,14,0.015,eleve
GN2025-02866,2025-06-03,2025,6,23,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,29.93,25.92,34.80,2.75,107.03,233.57,66.93,6.60,7,49.90,0.900,10,0.010,moyen
GN2025-02867,2025-12-24,2025,12,52,Kankan,Kérouané,forestier,9.27000,-9.01000,27.91,24.29,33.30,26.61,160.25,635.79,84.05,8.47,6,86.45,1.000,15,0.015,eleve
GN2025-02868,2025-01-22,2025,1,4,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.71,24.54,33.43,0.24,2.59,11.74,57.00,7.85,0,34.13,0.121,0,0.000,faible
GN2025-02869,2025-10-13,2025,10,42,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,27.92,23.17,31.36,2.84,29.77,330.21,70.98,6.99,6,63.49,0.466,11,0.011,moyen
GN2025-02870,2025-07-30,2025,7,31,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,30.28,27.13,34.20,2.94,59.65,170.15,71.22,11.72,5,58.67,0.512,4,0.004,faible
GN2025-02871,2025-02-28,2025,2,9,Kindia,Coyah,côtier,9.71000,-13.38000,29.04,23.72,32.69,0.43,2.99,44.25,62.15,11.52,0,40.67,0.066,4,0.004,faible
